country_iso,date,holiday_reason
GB,1977-04-08,Good Friday
GB,1977-04-10,Easter Sunday
GB,1977-04-11,Easter Monday
GB,1977-05-02,Early May Bank Holiday
GB,1977-06-06,Spring Bank Holiday
GB,1977-06-07,Queen’s Silver Jubilee
GB,1977-08-29,Late Summer Bank Holiday
GB,1977-12-25,Christmas Day
GB,1977-12-26,Boxing Day
GB,1977-12-26,Christmas Shift
GB,1977-12-27,Boxing Day Shift
GB,1978-01-01,New year
GB,1978-01-02,New Year shift
GB,1978-03-24,Good Friday
GB,1978-03-26,Easter Sunday
GB,1978-03-27,Easter Monday
GB,1978-05-01,Early May Bank Holiday
GB,1978-05-29,Spring Bank Holiday
GB,1978-08-28,Late Summer Bank Holiday
GB,1978-12-25,Christmas Day
GB,1978-12-26,Boxing Day
GB,1979-01-01,New year
GB,1979-04-13,Good Friday
GB,1979-04-15,Easter Sunday
GB,1979-04-16,Easter Monday
GB,1979-05-07,Early May Bank Holiday
GB,1979-05-28,Spring Bank Holiday
GB,1979-08-27,Late Summer Bank Holiday
GB,1979-12-25,Christmas Day
GB,1979-12-26,Boxing Day
GB,1980-01-01,New year
GB,1980-04-04,Good Friday
GB,1980-04-06,Easter Sunday
GB,1980-04-07,Easter Monday
GB,1980-05-05,Early May Bank Holiday
GB,1980-05-26,Spring Bank Holiday
GB,1980-08-25,Late Summer Bank Holiday
GB,1980-12-25,Christmas Day
GB,1980-12-26,Boxing Day
GB,1981-01-01,New year
GB,1981-04-17,Good Friday
GB,1981-04-19,Easter Sunday
GB,1981-04-20,Easter Monday
GB,1981-05-04,Early May Bank Holiday
GB,1981-05-25,Spring Bank Holiday
GB,1981-07-29,Royal wedding
GB,1981-08-31,Late Summer Bank Holiday
GB,1981-12-25,Christmas Day
GB,1981-12-26,Boxing Day
GB,1981-12-28,Boxing Day Shift
GB,1982-01-01,New year
GB,1982-04-09,Good Friday
GB,1982-04-11,Easter Sunday
GB,1982-04-12,Easter Monday
GB,1982-05-03,Early May Bank Holiday
GB,1982-05-31,Spring Bank Holiday
GB,1982-08-30,Late Summer Bank Holiday
GB,1982-12-25,Christmas Day
GB,1982-12-26,Boxing Day
GB,1982-12-27,Christmas Shift
GB,1982-12-28,Boxing Day Shift
GB,1983-01-01,New year
GB,1983-01-03,New Year shift
GB,1983-04-01,Good Friday
GB,1983-04-03,Easter Sunday
GB,1983-04-04,Easter Monday
GB,1983-05-02,Early May Bank Holiday
GB,1983-05-30,Spring Bank Holiday
GB,1983-08-29,Late Summer Bank Holiday
GB,1983-12-25,Christmas Day
GB,1983-12-26,Boxing Day
GB,1983-12-26,Christmas Shift
GB,1983-12-27,Boxing Day Shift
GB,1984-01-01,New year
GB,1984-01-02,New Year shift
GB,1984-04-20,Good Friday
GB,1984-04-22,Easter Sunday
GB,1984-04-23,Easter Monday
GB,1984-05-07,Early May Bank Holiday
GB,1984-05-28,Spring Bank Holiday
GB,1984-08-27,Late Summer Bank Holiday
GB,1984-12-25,Christmas Day
GB,1984-12-26,Boxing Day
GB,1985-01-01,New year
GB,1985-04-05,Good Friday
GB,1985-04-07,Easter Sunday
GB,1985-04-08,Easter Monday
GB,1985-05-06,Early May Bank Holiday
GB,1985-05-27,Spring Bank Holiday
GB,1985-08-26,Late Summer Bank Holiday
GB,1985-12-25,Christmas Day
GB,1985-12-26,Boxing Day
GB,1986-01-01,New year
GB,1986-03-28,Good Friday
GB,1986-03-30,Easter Sunday
GB,1986-03-31,Easter Monday
GB,1986-05-05,Early May Bank Holiday
GB,1986-05-26,Spring Bank Holiday
GB,1986-08-25,Late Summer Bank Holiday
GB,1986-12-25,Christmas Day
GB,1986-12-26,Boxing Day
GB,1987-01-01,New year
GB,1987-04-17,Good Friday
GB,1987-04-19,Easter Sunday
GB,1987-04-20,Easter Monday
GB,1987-05-04,Early May Bank Holiday
GB,1987-05-25,Spring Bank Holiday
GB,1987-08-31,Late Summer Bank Holiday
GB,1987-12-25,Christmas Day
GB,1987-12-26,Boxing Day
GB,1987-12-28,Boxing Day Shift
GB,1988-01-01,New year
GB,1988-04-01,Good Friday
GB,1988-04-03,Easter Sunday
GB,1988-04-04,Easter Monday
GB,1988-05-02,Early May Bank Holiday
GB,1988-05-30,Spring Bank Holiday
GB,1988-08-29,Late Summer Bank Holiday
GB,1988-12-25,Christmas Day
GB,1988-12-26,Boxing Day
GB,1988-12-26,Christmas Shift
GB,1988-12-27,Boxing Day Shift
GB,1989-01-01,New year
GB,1989-01-02,New Year shift
GB,1989-03-24,Good Friday
GB,1989-03-26,Easter Sunday
GB,1989-03-27,Easter Monday
GB,1989-05-01,Early May Bank Holiday
GB,1989-05-29,Spring Bank Holiday
GB,1989-08-28,Late Summer Bank Holiday
GB,1989-12-25,Christmas Day
GB,1989-12-26,Boxing Day
GB,1990-01-01,New year
GB,1990-04-13,Good Friday
GB,1990-04-15,Easter Sunday
GB,1990-04-16,Easter Monday
GB,1990-05-07,Early May Bank Holiday
GB,1990-05-28,Spring Bank Holiday
GB,1990-08-27,Late Summer Bank Holiday
GB,1990-12-25,Christmas Day
GB,1990-12-26,Boxing Day
GB,1991-01-01,New year
GB,1991-03-29,Good Friday
GB,1991-03-31,Easter Sunday
GB,1991-04-01,Easter Monday
GB,1991-05-06,Early May Bank Holiday
GB,1991-05-27,Spring Bank Holiday
GB,1991-08-26,Late Summer Bank Holiday
GB,1991-12-25,Christmas Day
GB,1991-12-26,Boxing Day
GB,1992-01-01,New year
GB,1992-04-17,Good Friday
GB,1992-04-19,Easter Sunday
GB,1992-04-20,Easter Monday
GB,1992-05-04,Early May Bank Holiday
GB,1992-05-25,Spring Bank Holiday
GB,1992-08-31,Late Summer Bank Holiday
GB,1992-12-25,Christmas Day
GB,1992-12-26,Boxing Day
GB,1992-12-28,Boxing Day Shift
GB,1993-01-01,New year
GB,1993-04-09,Good Friday
GB,1993-04-11,Easter Sunday
GB,1993-04-12,Easter Monday
GB,1993-05-03,Early May Bank Holiday
GB,1993-05-31,Spring Bank Holiday
GB,1993-08-30,Late Summer Bank Holiday
GB,1993-12-25,Christmas Day
GB,1993-12-26,Boxing Day
GB,1993-12-27,Christmas Shift
GB,1993-12-28,Boxing Day Shift
GB,1994-01-01,New year
GB,1994-01-03,New Year shift
GB,1994-04-01,Good Friday
GB,1994-04-03,Easter Sunday
GB,1994-04-04,Easter Monday
GB,1994-05-02,Early May Bank Holiday
GB,1994-05-30,Spring Bank Holiday
GB,1994-08-29,Late Summer Bank Holiday
GB,1994-12-25,Christmas Day
GB,1994-12-26,Boxing Day
GB,1994-12-26,Christmas Shift
GB,1994-12-27,Boxing Day Shift
GB,1995-01-01,New year
GB,1995-01-02,New Year shift
GB,1995-04-14,Good Friday
GB,1995-04-16,Easter Sunday
GB,1995-04-17,Easter Monday
GB,1995-05-01,Early May Bank Holiday
GB,1995-05-29,Spring Bank Holiday
GB,1995-08-28,Late Summer Bank Holiday
GB,1995-12-25,Christmas Day
GB,1995-12-26,Boxing Day
GB,1996-01-01,New year
GB,1996-04-05,Good Friday
GB,1996-04-07,Easter Sunday
GB,1996-04-08,Easter Monday
GB,1996-05-06,Early May Bank Holiday
GB,1996-05-27,Spring Bank Holiday
GB,1996-08-26,Late Summer Bank Holiday
GB,1996-12-25,Christmas Day
GB,1996-12-26,Boxing Day
GB,1997-01-01,New year
GB,1997-03-28,Good Friday
GB,1997-03-30,Easter Sunday
GB,1997-03-31,Easter Monday
GB,1997-05-05,Early May Bank Holiday
GB,1997-05-26,Spring Bank Holiday
GB,1997-08-25,Late Summer Bank Holiday
GB,1997-12-25,Christmas Day
GB,1997-12-26,Boxing Day
GB,1998-01-01,New year
GB,1998-04-10,Good Friday
GB,1998-04-12,Easter Sunday
GB,1998-04-13,Easter Monday
GB,1998-05-04,Early May Bank Holiday
GB,1998-05-25,Spring Bank Holiday
GB,1998-08-31,Late Summer Bank Holiday
GB,1998-12-25,Christmas Day
GB,1998-12-26,Boxing Day
GB,1998-12-28,Boxing Day Shift
GB,1999-01-01,New year
GB,1999-04-02,Good Friday
GB,1999-04-04,Easter Sunday
GB,1999-04-05,Easter Monday
GB,1999-05-03,Early May Bank Holiday
GB,1999-05-31,Spring Bank Holiday
GB,1999-08-30,Late Summer Bank Holiday
GB,1999-12-25,Christmas Day
GB,1999-12-26,Boxing Day
GB,1999-12-27,Christmas Shift
GB,1999-12-28,Boxing Day Shift
GB,1999-12-31,New Year's Eve
GB,2000-01-01,New year
GB,2000-01-03,New Year shift
GB,2000-04-21,Good Friday
GB,2000-04-23,Easter Sunday
GB,2000-04-24,Easter Monday
GB,2000-05-01,Early May Bank Holiday
GB,2000-05-29,Spring Bank Holiday
GB,2000-08-28,Late Summer Bank Holiday
GB,2000-12-25,Christmas Day
GB,2000-12-26,Boxing Day
GB,2001-01-01,New year
GB,2001-04-13,Good Friday
GB,2001-04-15,Easter Sunday
GB,2001-04-16,Easter Monday
GB,2001-05-07,Early May Bank Holiday
GB,2001-05-28,Spring Bank Holiday
GB,2001-08-27,Late Summer Bank Holiday
GB,2001-12-25,Christmas Day
GB,2001-12-26,Boxing Day
GB,2002-01-01,New year
GB,2002-03-29,Good Friday
GB,2002-03-31,Easter Sunday
GB,2002-04-01,Easter Monday
GB,2002-05-06,Early May Bank Holiday
GB,2002-06-03,Queen’s Golden Jubilee
GB,2002-06-04,Spring Bank Holiday
GB,2002-08-26,Late Summer Bank Holiday
GB,2002-12-25,Christmas Day
GB,2002-12-26,Boxing Day
GB,2003-01-01,New year
GB,2003-04-18,Good Friday
GB,2003-04-20,Easter Sunday
GB,2003-04-21,Easter Monday
GB,2003-05-05,Early May Bank Holiday
GB,2003-05-26,Spring Bank Holiday
GB,2003-08-25,Late Summer Bank Holiday
GB,2003-12-25,Christmas Day
GB,2003-12-26,Boxing Day
GB,2004-01-01,New year
GB,2004-04-09,Good Friday
GB,2004-04-11,Easter Sunday
GB,2004-04-12,Easter Monday
GB,2004-05-03,Early May Bank Holiday
GB,2004-05-31,Spring Bank Holiday
GB,2004-08-30,Late Summer Bank Holiday
GB,2004-12-25,Christmas Day
GB,2004-12-26,Boxing Day
GB,2004-12-27,Christmas Shift
GB,2004-12-28,Boxing Day Shift
GB,2005-01-01,New year
GB,2005-01-03,New Year shift
GB,2005-03-25,Good Friday
GB,2005-03-27,Easter Sunday
GB,2005-03-28,Easter Monday
GB,2005-05-02,Early May Bank Holiday
GB,2005-05-30,Spring Bank Holiday
GB,2005-08-29,Late Summer Bank Holiday
GB,2005-12-25,Christmas Day
GB,2005-12-26,Boxing Day
GB,2005-12-26,Christmas Shift
GB,2005-12-27,Boxing Day Shift
GB,2006-01-01,New year
GB,2006-01-02,New Year shift
GB,2006-04-14,Good Friday
GB,2006-04-16,Easter Sunday
GB,2006-04-17,Easter Monday
GB,2006-05-01,Early May Bank Holiday
GB,2006-05-29,Spring Bank Holiday
GB,2006-08-28,Late Summer Bank Holiday
GB,2006-12-25,Christmas Day
GB,2006-12-26,Boxing Day
GB,2007-01-01,New year
GB,2007-04-06,Good Friday
GB,2007-04-08,Easter Sunday
GB,2007-04-09,Easter Monday
GB,2007-05-07,Early May Bank Holiday
GB,2007-05-28,Spring Bank Holiday
GB,2007-08-27,Late Summer Bank Holiday
GB,2007-12-25,Christmas Day
GB,2007-12-26,Boxing Day
GB,2008-01-01,New year
GB,2008-03-21,Good Friday
GB,2008-03-23,Easter Sunday
GB,2008-03-24,Easter Monday
GB,2008-05-05,Early May Bank Holiday
GB,2008-05-26,Spring Bank Holiday
GB,2008-08-25,Late Summer Bank Holiday
GB,2008-12-25,Christmas Day
GB,2008-12-26,Boxing Day
GB,2009-01-01,New year
GB,2009-04-10,Good Friday
GB,2009-04-12,Easter Sunday
GB,2009-04-13,Easter Monday
GB,2009-05-04,Early May Bank Holiday
GB,2009-05-25,Spring Bank Holiday
GB,2009-08-31,Late Summer Bank Holiday
GB,2009-12-25,Christmas Day
GB,2009-12-26,Boxing Day
GB,2009-12-28,Boxing Day Shift
GB,2010-01-01,New year
GB,2010-04-02,Good Friday
GB,2010-04-04,Easter Sunday
GB,2010-04-05,Easter Monday
GB,2010-05-03,Early May Bank Holiday
GB,2010-05-31,Spring Bank Holiday
GB,2010-08-30,Late Summer Bank Holiday
GB,2010-12-25,Christmas Day
GB,2010-12-26,Boxing Day
GB,2010-12-27,Christmas Shift
GB,2010-12-28,Boxing Day Shift
GB,2011-01-01,New year
GB,2011-01-03,New Year shift
GB,2011-04-22,Good Friday
GB,2011-04-24,Easter Sunday
GB,2011-04-25,Easter Monday
GB,2011-04-29,Royal Wedding
GB,2011-05-02,Early May Bank Holiday
GB,2011-05-30,Spring Bank Holiday
GB,2011-08-29,Late Summer Bank Holiday
GB,2011-12-25,Christmas Day
GB,2011-12-26,Boxing Day
GB,2011-12-26,Christmas Shift
GB,2011-12-27,Boxing Day Shift
GB,2012-01-01,New year
GB,2012-01-02,New Year shift
GB,2012-04-06,Good Friday
GB,2012-04-08,Easter Sunday
GB,2012-04-09,Easter Monday
GB,2012-05-07,Early May Bank Holiday
GB,2012-06-04,Spring Bank Holiday
GB,2012-06-05,Queen’s Diamond Jubilee
GB,2012-08-27,Late Summer Bank Holiday
GB,2012-12-25,Christmas Day
GB,2012-12-26,Boxing Day
GB,2013-01-01,New year
GB,2013-03-29,Good Friday
GB,2013-03-31,Easter Sunday
GB,2013-04-01,Easter Monday
GB,2013-05-06,Early May Bank Holiday
GB,2013-05-27,Spring Bank Holiday
GB,2013-08-26,Late Summer Bank Holiday
GB,2013-12-25,Christmas Day
GB,2013-12-26,Boxing Day
GB,2014-01-01,New year
GB,2014-04-18,Good Friday
GB,2014-04-20,Easter Sunday
GB,2014-04-21,Easter Monday
GB,2014-05-05,Early May Bank Holiday
GB,2014-05-26,Spring Bank Holiday
GB,2014-08-25,Late Summer Bank Holiday
GB,2014-12-25,Christmas Day
GB,2014-12-26,Boxing Day
GB,2015-01-01,New year
GB,2015-04-03,Good Friday
GB,2015-04-05,Easter Sunday
GB,2015-04-06,Easter Monday
GB,2015-05-04,Early May Bank Holiday
GB,2015-05-25,Spring Bank Holiday
GB,2015-08-31,Late Summer Bank Holiday
GB,2015-12-25,Christmas Day
GB,2015-12-26,Boxing Day
GB,2015-12-28,Boxing Day Shift
GB,2016-01-01,New year
GB,2016-03-25,Good Friday
GB,2016-03-27,Easter Sunday
GB,2016-03-28,Easter Monday
GB,2016-05-02,Early May Bank Holiday
GB,2016-05-30,Spring Bank Holiday
GB,2016-08-29,Late Summer Bank Holiday
GB,2016-12-25,Christmas Day
GB,2016-12-26,Boxing Day
GB,2016-12-26,Christmas Shift
GB,2016-12-27,Boxing Day Shift
GB,2017-01-01,New year
GB,2017-01-02,New Year shift
GB,2017-04-14,Good Friday
GB,2017-04-16,Easter Sunday
GB,2017-04-17,Easter Monday
GB,2017-05-01,Early May Bank Holiday
GB,2017-05-29,Spring Bank Holiday
GB,2017-08-28,Late Summer Bank Holiday
GB,2017-12-25,Christmas Day
GB,2017-12-26,Boxing Day
GB,2018-01-01,New year
GB,2018-03-30,Good Friday
GB,2018-04-01,Easter Sunday
GB,2018-04-02,Easter Monday
GB,2018-05-07,Early May Bank Holiday
GB,2018-05-28,Spring Bank Holiday
GB,2018-08-27,Late Summer Bank Holiday
GB,2018-12-25,Christmas Day
GB,2018-12-26,Boxing Day
GB,2019-01-01,New year
GB,2019-04-19,Good Friday
GB,2019-04-21,Easter Sunday
GB,2019-04-22,Easter Monday
GB,2019-05-06,Early May Bank Holiday
GB,2019-05-27,Spring Bank Holiday
GB,2019-08-26,Late Summer Bank Holiday
GB,2019-12-25,Christmas Day
GB,2019-12-26,Boxing Day
GB,2020-01-01,New year
GB,2020-04-10,Good Friday
GB,2020-04-12,Easter Sunday
GB,2020-04-13,Easter Monday
GB,2020-05-08,Early May bank holiday (VE day)
GB,2020-05-25,Spring Bank Holiday
GB,2020-08-31,Late Summer Bank Holiday
GB,2020-12-25,Christmas Day
GB,2020-12-26,Boxing Day
GB,2020-12-28,Boxing Day Shift
